game_id,game_date,home_team,away_team,start_time,hour,minute,second,actual_hour
2004_17_ATL_SEA,1/2/2005,SEA,ATL,8:06:06,8,6,6,16
2004_17_CIN_PHI,1/2/2005,PHI,CIN,8:05:09,8,5,9,13
2004_17_CLE_HOU,1/2/2005,HOU,CLE,7:03:03,7,3,3,13
2004_17_DAL_NYG,1/2/2005,NYG,DAL,15:36:16,15,36,16,21
2004_17_DET_TEN,1/2/2005,TEN,DET,7:03:33,7,3,33,13
2004_17_GB_CHI,1/2/2005,CHI,GB,7:03:30,7,3,30,13
2004_17_IND_DEN,1/2/2005,DEN,IND,9:15:52,9,15,52,16
2004_17_JAX_OAK,1/2/2005,LV,JAX,9:16:04,9,16,4,16
2004_17_KC_SD,1/2/2005,LAC,KC,8:15:42,8,15,42,16
2004_17_MIA_BAL,1/2/2005,BAL,MIA,8:06:45,8,6,45,13
2004_17_MIN_WAS,1/2/2005,WAS,MIN,8:04:04,8,4,4,13
2004_17_NO_CAR,1/2/2005,CAR,NO,8:03:35,8,3,35,13
2004_17_NYJ_STL,1/2/2005,LA,NYJ,7:03:15,7,3,15,13
2004_17_PIT_BUF,1/2/2005,BUF,PIT,8:03:05,8,3,5,13
2004_17_SF_NE,1/2/2005,NE,SF,8:02:46,8,2,46,13
2004_17_TB_ARI,1/2/2005,ARI,TB,9:05:46,9,5,46,16
2005_01_NO_CAR,9/11/2005,CAR,NO,15:10:02,15,10,2,13
2005_01_NYJ_KC,9/11/2005,KC,NYJ,12:06:40,12,6,40,13
2005_01_OAK_NE,9/8/2005,NE,LV,21:07:44,21,7,44,21
2005_01_PHI_ATL,9/12/2005,ATL,PHI,21:10:13,21,10,13,21
2005_02_NYG_NO,9/19/2005,NO,NYG,19:36:28,19,36,28,19
2005_02_WAS_DAL,9/19/2005,DAL,WAS,21:08:26,21,8,26,21
2005_03_KC_DEN,9/26/2005,DEN,KC,21:07:52,21,7,52,21
2005_04_BUF_NO,10/2/2005,NO,BUF,12:03:28,12,3,28,13
2005_04_GB_CAR,10/3/2005,CAR,GB,21:07:30,21,7,30,21
2005_04_PHI_KC,10/2/2005,KC,PHI,15:15:07,15,15,7,13
2005_05_PHI_DAL,10/9/2005,DAL,PHI,15:15:47,15,15,47,16
2005_05_PIT_SD,10/10/2005,LAC,PIT,21:07:43,21,7,43,21
2005_06_MIN_CHI,10/16/2005,CHI,MIN,8:03:00,8,3,0,13
2005_06_NYG_DAL,10/16/2005,DAL,NYG,12:02:46,12,2,46,13
2005_06_STL_IND,10/17/2005,IND,LA,21:08:06,21,8,6,21
2005_07_KC_MIA,10/21/2005,MIA,KC,19:05:19,19,5,19,13
2005_07_NYJ_ATL,10/24/2005,ATL,NYJ,21:07:53,21,7,53,21
2005_08_ARI_DAL,10/30/2005,DAL,ARI,12:03:17,12,3,17,13
2005_08_BAL_PIT,10/31/2005,PIT,BAL,21:08:00,21,8,0,21
2005_09_IND_NE,11/7/2005,NE,IND,21:08:00,21,8,0,21
2005_10_DAL_PHI,11/14/2005,PHI,DAL,21:08:12,21,8,12,21
2005_10_WAS_TB,11/13/2005,TB,WAS,11:15:45,11,15,45,13
2005_11_MIN_GB,11/21/2005,GB,MIN,21:07:34,21,7,34,21
2005_12_ATL_DET,11/24/2005,DET,ATL,12:40:38,12,40,38,13
2005_12_PIT_IND,11/28/2005,IND,PIT,21:08:14,21,8,14,21
2005_13_SEA_PHI,12/5/2005,PHI,SEA,21:08:08,21,8,8,21
2005_14_NO_ATL,12/12/2005,ATL,NO,21:08:39,21,8,39,21
2005_15_GB_BAL,12/19/2005,BAL,GB,21:19:18,21,19,18,21
2005_15_KC_NYG,12/17/2005,NYG,KC,17:11:35,17,11,35,17
2005_16_CHI_GB,12/25/2005,GB,CHI,17:12:40,17,12,40,17
2005_16_NE_NYJ,12/26/2005,NYJ,NE,21:09:15,21,9,15,21
2006_01_MIN_WAS,9/11/2006,WAS,MIN,19:11:27,19,11,27,19
2006_01_SD_OAK,9/11/2006,LV,LAC,22:25:26,22,25,26,22
2006_11_STL_CAR,11/19/2006,CAR,LA,14:04:22,14,4,22,13
2006_12_MIA_DET,11/23/2006,DET,MIA,12:39:02,12,39,2,13
2006_12_PIT_BAL,11/26/2006,BAL,PIT,14:01:01,14,1,1,13
2006_15_CLE_BAL,12/17/2006,BAL,CLE,19:00:00,19,0,0,13
2006_16_PHI_DAL,12/25/2006,DAL,PHI,17:08:01,17,8,1,17
2007_01_ARI_SF,9/10/2007,SF,ARI,22:25:45,22,25,45,22
2007_01_BAL_CIN,9/10/2007,CIN,BAL,19:10:19,19,10,19,19
2007_03_ARI_BAL,9/23/2007,BAL,ARI,14:04:25,14,4,25,13
2007_08_BUF_NYJ,10/28/2007,NYJ,BUF,17:05:36,17,5,36,16
2007_08_NO_SF,10/28/2007,SF,NO,17:18:01,17,18,1,16
2007_10_CIN_BAL,11/11/2007,BAL,CIN,17:17:44,17,17,44,16
2007_12_GB_DET,11/22/2007,DET,GB,12:36:42,12,36,42,13
2007_13_NE_BAL,12/3/2007,BAL,NE,21:46:43,21,46,43,21
2007_14_IND_BAL,12/9/2007,BAL,IND,19:00:00,19,0,0,21
2007_17_PIT_BAL,12/30/2007,BAL,PIT,17:10:38,17,10,38,13
2008_01_CIN_BAL,9/7/2008,BAL,CIN,14:26:03,14,26,3,13
2008_01_DEN_OAK,9/8/2008,LV,DEN,22:23:21,22,23,21,22
2008_01_MIN_GB,9/8/2008,GB,MIN,19:10:32,19,10,32,19
2008_01_WAS_NYG,9/4/2008,NYG,WAS,19:07:39,19,7,39,19
2008_03_CLE_BAL,9/21/2008,BAL,CLE,19:00:00,19,0,0,16
2008_05_TEN_BAL,10/5/2008,BAL,TEN,19:00:00,19,0,0,13
2008_06_STL_WAS,10/12/2008,WAS,LA,19:00:00,19,0,0,13
2008_08_BUF_MIA,10/26/2008,MIA,BUF,14:05:22,14,5,22,13
2008_08_CIN_HOU,10/26/2008,HOU,CIN,17:05:37,17,5,37,16
2008_08_OAK_BAL,10/26/2008,BAL,LV,19:00:00,19,0,0,13
2008_08_SEA_SF,10/26/2008,SF,SEA,17:15:25,17,15,25,16
2008_08_WAS_DET,10/26/2008,DET,WAS,14:03:05,14,3,5,13
2008_13_DEN_NYJ,11/30/2008,NYJ,DEN,19:00:00,19,0,0,13
2008_13_TEN_DET,11/27/2008,DET,TEN,12:37:57,12,37,57,12
2008_14_WAS_BAL,12/7/2008,BAL,WAS,19:00:00,19,0,0,13
2008_15_PIT_BAL,12/14/2008,BAL,PIT,19:00:00,19,0,0,13
2008_17_JAX_BAL,12/28/2008,BAL,JAX,19:00:00,19,0,0,16
2008_17_MIA_NYJ,12/28/2008,NYJ,MIA,17:16:18,17,16,18,16
2009_01_BUF_NE,9/14/2009,NE,BUF,19:11:25,19,11,25,19
2009_01_KC_BAL,9/13/2009,BAL,KC,19:00:00,19,0,0,13
2009_01_SD_OAK,9/14/2009,LV,LAC,22:20:57,22,20,57,22
2009_03_CLE_BAL,9/27/2009,BAL,CLE,10:13:02,10,13,2,13
2009_05_CIN_BAL,10/11/2009,BAL,CIN,19:00:00,19,0,0,13
2009_06_CHI_ATL,10/18/2009,ATL,CHI,21:08:20,21,8,20,20
2009_08_DEN_BAL,11/1/2009,BAL,DEN,19:00:00,19,0,0,13
2009_11_IND_BAL,11/22/2009,BAL,IND,15:37:08,15,37,8,13
2009_12_GB_DET,11/26/2009,DET,GB,12:35:33,12,35,33,12
2009_12_PIT_BAL,11/29/2009,BAL,PIT,19:00:00,19,0,0,20
